NAME	TITLE	SCORE	
SLC29A1	solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]	0.65474457	
E2F5	E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]	0.65459883	
JMY	"junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]"	0.65433025	
SAP30L-AS1	SAP30L antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:26760]	0.6536877	
SLC4A7	solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]	0.65361893	
LINC01358	long intergenic non-protein coding RNA 1358 [Source:HGNC Symbol;Acc:HGNC:50589]	0.6534756	
FOXM1	forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]	0.6532502	
MMP21	matrix metallopeptidase 21 [Source:HGNC Symbol;Acc:HGNC:14357]	0.65318424	
F8A3	coagulation factor VIII associated 3 [Source:HGNC Symbol;Acc:HGNC:31850]	0.65261143	
PTEN	phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]	0.6516664	
NCS1	neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]	0.65148896	
CASS4	Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]	0.6513571	
CNTLN	centlein [Source:HGNC Symbol;Acc:HGNC:23432]	0.6512571	
PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]	0.6502044	
MINDY2	MINDY lysine 48 deubiquitinase 2 [Source:HGNC Symbol;Acc:HGNC:26954]	0.64952034	
BRCA2	BRCA2 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101]	0.6484885	
PROX1-AS1	PROX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43656]	0.64842385	
ROCK2	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	0.6480839	
CBX5	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]	0.64801526	
SCN1B	sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]	0.6480081	
LEKR1	"leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]"	0.6470652	
SLC39A12-AS1	SLC39A12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44881]	0.64666075	
SLC16A10	solute carrier family 16 member 10 [Source:HGNC Symbol;Acc:HGNC:17027]	0.6455313	
CAMSAP3	calmodulin regulated spectrin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29307]	0.6453621	
MAGI2	"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]"	0.64436525	
GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]	0.6441017	
SH3BP5	SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]	0.6439604	
DENND2B	DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350]	0.64343256	
RAD9B	RAD9 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:21700]	0.6431102	
OMG	oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135]	0.64206314	
ABHD5	"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"	0.641919	
NUSAP1	nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]	0.6417366	
HDGFL3	HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]	0.6416534	
MIR34AHG	MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]	0.6416501	
MDM2	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]	0.6413787	
ZNF443	zinc finger protein 443 [Source:HGNC Symbol;Acc:HGNC:20878]	0.6411989	
DOP1B	DOP1 leucine zipper like protein B [Source:HGNC Symbol;Acc:HGNC:1291]	0.64102757	
GPR155	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]	0.6408356	
RARG	retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866]	0.6404878	
IGF2BP2	insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]	0.6404006	
LINC02008	long intergenic non-protein coding RNA 2008 [Source:HGNC Symbol;Acc:HGNC:52844]	0.6400363	
ADCY9	adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]	0.6398006	
CYYR1-AS1	CYYR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39560]	0.6395197	
EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]	0.63945764	
E2F7	E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]	0.6386872	
ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]	0.63765323	
GRIP2	glutamate receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23841]	0.6362722	
SESN3	sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]	0.6362257	
HNF1A-AS1	HNF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26785]	0.6358355	
AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]"	0.63538134	
COL6A2	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]	0.6349749	
CCDC121	coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]	0.6349526	
BMPR2	bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]	0.6345789	
RNPC3	"RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]"	0.6345777	
ATL3	atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]	0.6345409	
GPRIN3	GPRIN family member 3 [Source:HGNC Symbol;Acc:HGNC:27733]	0.63443834	
DISC1-IT1	DISC1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41325]	0.6341667	
GPD1	glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]	0.63415843	
ZNF780B	zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109]	0.6337334	
TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	0.63369364	
ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]	0.6336793	
CDC42BPA	CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]	0.6334887	
OMA1	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	0.6334709	
FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]	0.63262784	
PHLPP2	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]	0.63195956	
LRP2BP	LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434]	0.6316138	
LINC02840	long intergenic non-protein coding RNA 2840 [Source:HGNC Symbol;Acc:HGNC:54374]	0.6312941	
LNCTAM34A	long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548]	0.63124573	
SPAG5	sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]	0.6310171	
NKG7	natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]	0.63094926	
LINC00923	long intergenic non-protein coding RNA 923 [Source:HGNC Symbol;Acc:HGNC:28088]	0.63088423	
SIGLEC12	sialic acid binding Ig like lectin 12 [Source:HGNC Symbol;Acc:HGNC:15482]	0.6307902	
NBEA	neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]	0.6305878	
ASIP	agouti signaling protein [Source:HGNC Symbol;Acc:HGNC:745]	0.6302738	
ULBP2	UL16 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14894]	0.63017553	
S100PBP	S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]	0.6301587	
AQP4-AS1	AQP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26399]	0.6299035	
PER3	period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]	0.629802	
C21orf62-AS1	C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]	0.62974393	
DLGAP2	DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]	0.62958527	
SH3BP4	SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]	0.62951267	
ZNF630	zinc finger protein 630 [Source:HGNC Symbol;Acc:HGNC:28855]	0.6292819	
NSD2	nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]	0.6288383	
EPCAM-DT	EPCAM divergent transcript [Source:HGNC Symbol;Acc:HGNC:52639]	0.62866193	
RNASEH2B-AS1	RNASEH2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39967]	0.6284743	
ATP2B4	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]	0.6278967	
COL18A1	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]	0.6274168	
LINC00355	long intergenic non-protein coding RNA 355 [Source:HGNC Symbol;Acc:HGNC:27061]	0.6271582	
CDK8	cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779]	0.62697244	
CLDN23	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]	0.626878	
AHDC1	AT-hook DNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25230]	0.62629837	
INPP5J	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]	0.6256955	
PIMREG	PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]	0.62498534	
USP28	ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]	0.62471414	
SS18L1	SS18L1 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:15592]	0.6245228	
TRIM47	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]	0.62356156	
LINC00921	long intergenic non-protein coding RNA 921 [Source:HGNC Symbol;Acc:HGNC:26830]	0.6233555	
PART1	prostate androgen-regulated transcript 1 [Source:HGNC Symbol;Acc:HGNC:17263]	0.62315685	
PTENP1-AS	PTENP1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:48773]	0.62239593	
PLGLB2	plasminogen like B2 [Source:HGNC Symbol;Acc:HGNC:9073]	0.62215346	
CREB5	cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]	0.6220228	
RDH10	retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]	0.6216806	
ZSCAN31	zinc finger and SCAN domain containing 31 [Source:HGNC Symbol;Acc:HGNC:14097]	0.62131965	
VENTX	VENT homeobox [Source:HGNC Symbol;Acc:HGNC:13639]	0.6211784	
ARRDC3	arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]	0.6206751	
TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	0.6203253	
SRPX	sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]	0.6202511	
RNF139-DT	RNF139 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48940]	0.6195118	
INE1	inactivation escape 1 [Source:HGNC Symbol;Acc:HGNC:6060]	0.6190837	
GDF15	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	0.6189313	
BRIP1	BRCA1 interacting helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	0.61857337	
NCOA7	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]	0.61781144	
POLR2J2	RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208]	0.61771137	
EEF1AKMT3	EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936]	0.6172922	
PATJ	PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]	0.6171117	
ATF7IP	activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]	0.6166377	
SPACA9	sperm acrosome associated 9 [Source:HGNC Symbol;Acc:HGNC:1367]	0.6162168	
TRAF1	TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]	0.61575264	
C2orf81	chromosome 2 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:34350]	0.61563295	
CKLF-CMTM1	CKLF-CMTM1 readthrough [Source:HGNC Symbol;Acc:HGNC:39977]	0.61548245	
PDE4A	phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]	0.6154137	
TESK2	testis associated actin remodelling kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]	0.61537343	
NUAK2	NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]	0.6150514	
F8	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]	0.6149349	
C2orf15	chromosome 2 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:28436]	0.61404884	
FOXO3	forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]	0.6138083	
CD1B	CD1b molecule [Source:HGNC Symbol;Acc:HGNC:1635]	0.6134938	
SOGA1	"suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:HGNC:16111]"	0.6134104	
SLCO4C1	solute carrier organic anion transporter family member 4C1 [Source:HGNC Symbol;Acc:HGNC:23612]	0.6131364	
AFF3	AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]	0.6122768	
B3GNT7	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]"	0.6116812	
PLCE1	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]	0.6116313	
TBC1D24	TBC1 domain family member 24 [Source:HGNC Symbol;Acc:HGNC:29203]	0.611424	
TRAIP	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	0.6114077	
DEPP1	DEPP1 autophagy regulator [Source:HGNC Symbol;Acc:HGNC:23355]	0.6113859	
PTOV1-AS1	PTOV1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44174]	0.6111473	
SPATA17	spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]	0.6110204	
SOX6	SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]	0.6105431	
INSR	insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]	0.61046004	
SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]	0.6102878	
TNFSF4	TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]	0.61025375	
SULT1C2	sulfotransferase family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:11456]	0.6100504	
IRX6	iroquois homeobox 6 [Source:HGNC Symbol;Acc:HGNC:14675]	0.6096887	
ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]	0.6090165	
CEBPB-AS1	CEBPB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51226]	0.60866356	
KIAA1522	KIAA1522 [Source:HGNC Symbol;Acc:HGNC:29301]	0.60855794	
ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	0.6085488	
PGM5P4-AS1	PGM5P4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51195]	0.60792226	
GPR141	G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:HGNC:19997]	0.60752773	
LINC02021	long intergenic non-protein coding RNA 2021 [Source:HGNC Symbol;Acc:HGNC:52856]	0.60751635	
DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:HGNC:18894]	0.6074245	
RIMBP3B	RIMS binding protein 3B [Source:HGNC Symbol;Acc:HGNC:33891]	0.6073988	
P2RY2	purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541]	0.60735667	
UBXN7	UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]	0.6070099	
CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]	0.60696006	
DERPC	DERPC proline and glycine rich nuclear protein [Source:HGNC Symbol;Acc:HGNC:54084]	0.6060454	
PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]"	0.60596526	
MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]	0.60574955	
FGD4	"FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]"	0.60519016	
CRNDE	colorectal neoplasia differentially expressed [Source:HGNC Symbol;Acc:HGNC:37078]	0.6047059	
KIAA1958	KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]	0.60454345	
ZNF350-AS1	ZNF350 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48598]	0.60444593	
HIP1	huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]	0.60428846	
APAF1	apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]	0.6037344	
SUV39H2-DT	SUV39H2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55188]	0.60297996	
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	0.60229856	
TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	0.6009211	
COX15	cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]	0.60084194	
DOCK3	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]	0.6004058	
THAP6	THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]	0.6001371	
CA13	carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]	0.59903437	
PCLAF	PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]	0.5989827	
C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]	0.5987539	
OBSCN	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]"	0.59863967	
PDE4DIP	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]	0.5985083	
CEP78	centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740]	0.5983186	
PSPN	persephin [Source:HGNC Symbol;Acc:HGNC:9579]	0.597955	
ERI2	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]	0.5978494	
ZFYVE26	zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]	0.59757316	
MOCOS	molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]	0.5974533	
AASDH	aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:HGNC:23993]	0.5973535	
LINC00598	long intergenic non-protein coding RNA 598 [Source:HGNC Symbol;Acc:HGNC:42770]	0.5969991	
OR2B11	olfactory receptor family 2 subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:31249]	0.59688485	
SLIT1	slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]	0.596762	
SLC5A4	solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]	0.59659964	
CNTNAP1	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]	0.5962346	
HPSE	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]	0.59613377	
PNMA6A	PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]	0.59554493	
POU3F1	POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9214]	0.59505016	
PPDPF	pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]	0.59496605	
HOOK3	hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576]	0.59459084	
TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]	0.5942926	
LINC01772	long intergenic non-protein coding RNA 1772 [Source:HGNC Symbol;Acc:HGNC:52562]	0.59392434	
SCAI	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709]	0.59353685	
NUP43	nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]	0.5934159	
CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough [Source:HGNC Symbol;Acc:HGNC:53757]	0.5932461	
SAMD9L	sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]	0.59248906	
LMO7	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]	0.592326	
CNKSR3	CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]	0.59221107	
DPY19L1	dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]	0.5908634	
GAREM2	GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172]	0.59079146	
STX2	syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]	0.5894526	
FGF7	fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]	0.58898515	
SERTAD2	SERTA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30784]	0.5887181	
TMEM38A	transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462]	0.58853126	
SLC49A3	solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177]	0.5881205	
RGPD6	RANBP2 like and GRIP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:32419]	0.58802855	
HACD2	3-hydroxyacyl-CoA dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:9640]	0.58773667	
NHEJ1	non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737]	0.5874835	
SOCS7	suppressor of cytokine signaling 7 [Source:HGNC Symbol;Acc:HGNC:29846]	0.5874374	
RHPN1	rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]	0.5872538	
CNIH3-AS2	CNIH3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41162]	0.5869837	
LPGAT1	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985]	0.5868167	
RAB11FIP4	RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]	0.58651733	
DHDDS-AS1	DHDDS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40925]	0.58646643	
SLC37A3	solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]	0.58540374	
KIAA1549	KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]	0.58521926	
GFOD1	glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]	0.58520746	
EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	0.5851431	
DOCK1	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]	0.5849294	
TRIM17	tripartite motif containing 17 [Source:HGNC Symbol;Acc:HGNC:13430]	0.5848292	
ZNF484	zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]	0.584762	
GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	0.5846372	
NEURL2	neuralized E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16156]	0.58408177	
TSPAN33	tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]	0.5840534	
SYT3	synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:11511]	0.58396137	
ATP7B	ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]	0.58395046	
ZBTB6	zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16764]	0.5831543	
DIXDC1	DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]	0.5830883	
LRRC20	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]	0.58281803	
RELL1	RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]	0.58207405	
RAD54B	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	0.5820403	
CFAP298-TCP10L	CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]	0.58199966	
LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	0.58173317	
KCNJ1	potassium inwardly rectifying channel subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:6255]	0.5815327	
MIR600HG	MIR600 host gene [Source:HGNC Symbol;Acc:HGNC:23642]	0.5813009	
SNX16	sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]	0.5808368	
GASK1B-AS1	GASK1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53132]	0.58073175	
MIEF2	mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]	0.5806831	
SLC13A4	solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827]	0.58049446	
ST3GAL6-AS1	ST3GAL6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40828]	0.58024555	
LINC02861	long intergenic non-protein coding RNA 2861 [Source:HGNC Symbol;Acc:HGNC:54406]	0.5801817	
CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	0.5801778	
DTL	denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]	0.5800658	
ZNF234	zinc finger protein 234 [Source:HGNC Symbol;Acc:HGNC:13027]	0.58003575	
AKAP3	A-kinase anchoring protein 3 [Source:HGNC Symbol;Acc:HGNC:373]	0.5796915	
PHIP	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]	0.5792953	
HTRA4	HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909]	0.579293	
MED23	mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]	0.5792352	
LINC00266-1	long intergenic non-protein coding RNA 266-1 [Source:HGNC Symbol;Acc:HGNC:16202]	0.5788072	
NLRP12	NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]	0.57869035	
EYA3	EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]	0.5758175	
HORMAD1	HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245]	0.5753246	
PLEKHH2	"pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]"	0.5750483	
ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	0.5747675	
YIPF4	Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145]	0.57439023	
UNC5B	unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]	0.573537	
FAM126B	family with sequence similarity 126 member B [Source:HGNC Symbol;Acc:HGNC:28593]	0.57339025	
SLC17A7	solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]	0.5732801	
EML2-AS1	EML2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48331]	0.5732796	
